type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Cal_Capacity,CE,Cycle
discharge,[2008.       4.       5.      10.      30.      32.312],24,5,32,5153,05153.csv,1.80210690024615,,,1.789750770696256,67.47151762917318,16
discharge,[2008.       4.       5.      14.      34.      41.468],24,5,34,5155,05155.csv,1.802579500826209,,,1.7890734234669097,67.71309003166934,17
discharge,[2008.       4.       5.      18.      39.      25.218],24,5,36,5157,05157.csv,1.8030683142834096,,,1.788842947247863,67.52185755662329,18
discharge,[2008.       4.       5.      22.      46.      35.484],24,5,38,5159,05159.csv,1.8027776247196041,,,1.788765448653541,68.82774494993652,19
discharge,[2008.       4.      18.      21.      10.      19.796],24,5,41,5162,05162.csv,1.8470259949329193,,,1.8379711433859953,68.85166422599572,20
discharge,[2008    4   19    2   29    9],24,5,45,5166,05166.csv,1.847417311283644,,,1.8368595408333332,67.01277611136793,21
discharge,[2008.       4.      19.       7.      47.      15.703],24,5,49,5170,05170.csv,1.8361774213478947,,,1.8254334284444442,66.49721265632091,22
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,5,53,5174,05174.csv,1.8257807475776242,,,1.8143825508398697,67.35249707463215,23
discharge,[2008.       4.      19.      18.      27.      29.828],24,5,57,5178,05178.csv,1.8251136435078368,,,1.814385828971631,65.40402535262383,24
discharge,[2008.       4.      19.      23.      41.      55.687],24,5,61,5182,05182.csv,1.8255815042203762,,,1.81176637912138,67.08824675196071,25
discharge,[2008.       4.      20.       4.      54.      41.734],24,5,65,5186,05186.csv,1.8140311275083907,,,1.8009946117904592,67.1630753194795,26
discharge,[2008.       4.      20.      10.      16.      28.859],24,5,69,5190,05190.csv,1.8147691941158939,,,1.8009485458251366,65.8558951403869,27
discharge,[2008.       4.      20.      15.      37.       5.281],24,5,73,5194,05194.csv,1.813969388710352,,,1.800043916357013,65.55974596113171,28
discharge,[2008.       4.      20.      20.      50.      38.921],24,5,77,5198,05198.csv,1.802765665167823,,,1.789720945673953,66.81596868741832,29
discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,5,81,5202,05202.csv,1.804077040117352,,,1.7900528113339438,66.9070551545239,30
discharge,[2008.       4.      22.      15.      33.      49.875],24,5,85,5206,05206.csv,1.8518025516704486,,,1.83823794269422,67.34019016344529,31
discharge,[2008.       4.      22.      20.      26.      18.921],24,5,89,5210,05210.csv,1.8307038456739428,,,1.8172075829946728,93.0926662675111,32
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,5,93,5214,05214.csv,1.8199041089501267,,,1.8067054625785126,93.22608674350963,33
discharge,[2008.       4.      23.       6.      18.      19.921],24,5,97,5218,05218.csv,1.8093079637028517,,,1.7963774484346229,93.58764235303343,34
discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],24,5,101,5222,05222.csv,1.80460990458052,,,1.7916592547111112,93.77655294431955,35
discharge,[2008.       4.      23.      16.       6.      25.171],24,5,105,5226,05226.csv,1.7993770651972192,,,1.7865355635179012,93.4900154966894,36
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01],24,5,109,5230,05230.csv,1.7884432335370462,,,1.7760227259401116,93.54381806795102,37
discharge,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01],24,5,113,5234,05234.csv,1.7829230484252723,,,1.7705591424680986,93.42458247273359,38
discharge,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02],24,5,117,5238,05238.csv,1.7730337158018288,,,1.7607674604034023,93.80770241886013,39
discharge,[2008.       4.      24.      11.      49.      24.281],24,5,121,5242,05242.csv,1.773037755078937,,,1.7603907617965573,94.01935950967597,40
discharge,[2008.       4.      24.      16.      45.      56.015],24,5,125,5246,05246.csv,1.7678721106662054,,,1.7555841569921755,93.73430419424022,41
discharge,[2008.       4.      24.      21.      38.      11.078],24,5,129,5250,05250.csv,1.7623150704093087,,,1.750025112333334,94.25216205215794,42
discharge,[2008.       4.      25.      12.       3.      44.093],24,5,133,5254,05254.csv,1.7676172924938447,,,1.7540896221666664,94.351908132449,43
discharge,[2008.       4.      25.      20.       3.      55.921],24,5,135,5256,05256.csv,1.762668359743147,,,1.7501296678286256,93.32164443706262,44
discharge,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01],24,5,139,5260,05260.csv,1.7517304870664143,,,1.739644616539773,93.29328633566585,45
discharge,[2008.      4.     26.      5.     57.     35.14],24,5,143,5264,05264.csv,1.7418496047960008,,,1.72971163456,93.4874976778632,46
discharge,[2008.       4.      26.      10.      58.      25.843],24,5,147,5268,05268.csv,1.7360913511847138,,,1.7240178435351803,97.19401569838561,47
discharge,[2008.       4.      29.      12.      15.      56.953],24,5,149,5270,05270.csv,1.7936240148573608,,,1.780316858292291,97.07308046312892,48
discharge,[2008.       4.      29.      17.       5.      27.781],24,5,153,5274,05274.csv,1.7831890223273275,,,1.7700950859563047,92.43029134353795,49
discharge,[2008.      4.     29.     22.      0.      4.75],24,5,157,5278,05278.csv,1.7673642076278957,,,1.7546873956476239,93.10685364053927,50
discharge,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],24,5,161,5282,05282.csv,1.7570177850353066,,,1.7446545205417854,93.35023912060441,51
discharge,[2008.       4.      30.       7.      41.      42.578],24,5,165,5286,05286.csv,1.7468706179837907,,,1.7347136245833334,93.52519314128499,52
discharge,[2008.       4.      30.      12.      28.      49.265],24,5,169,5290,05290.csv,1.7417172507457144,,,1.7295136668958933,93.87467041306846,53
discharge,[2008.      4.     30.     17.     20.     16.14],24,5,173,5294,05294.csv,1.7364225056478186,,,1.7245782104164278,93.54377055271613,54
discharge,[2008.       4.      30.      22.      14.      54.062],24,5,177,5298,05298.csv,1.7263217239235826,,,1.714612551774585,93.32503116590132,55
discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,5,181,5302,05302.csv,1.7158065389330133,,,1.704407136248959,93.69545242015914,56
discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,5,185,5306,05306.csv,1.710533351135192,,,1.6989673019174696,93.85498176589184,57
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],24,5,189,5310,05310.csv,1.706014499648521,,,1.6945359920937701,93.88921422304973,58
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],24,5,193,5314,05314.csv,1.7003110272642588,,,1.6889907067318841,93.84275463244653,59
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],24,5,197,5318,05318.csv,1.6945798601797895,,,1.6836109820146552,93.62896981204193,60
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],24,5,201,5322,05322.csv,1.6849029086609286,,,1.6739518271793006,93.27452924357931,61
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],24,5,205,5326,05326.csv,1.6744741591159717,,,1.6639259574781342,93.80907103206467,62
discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,5,209,5330,05330.csv,1.6745692479879102,,,1.663816952006823,93.9729321429069,63
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],24,5,213,5334,05334.csv,1.663716375981405,,,1.653870201409254,93.66474580061008,64
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],24,5,215,5336,05336.csv,1.659013868748246,,,1.6487554790573447,93.65474246159,65
discharge,[2008.       5.       3.       4.      13.       8.609],24,5,219,5340,05340.csv,1.6538540573335014,,,1.6437356506058827,93.55421777234821,66
discharge,[2008.       5.       3.       9.      10.      19.812],24,5,223,5344,05344.csv,1.642653782130131,,,1.633084755218617,93.67301445544129,67
discharge,[2008.       5.       3.      14.       4.      34.187],24,5,227,5348,05348.csv,1.6378578430223698,,,1.6281787263782053,94.0239444346647,68
discharge,[2008.       5.       3.      18.      58.      13.468],24,5,231,5352,05352.csv,1.6327350407099108,,,1.623042580385273,93.9119023712366,69
discharge,[2008.       5.       3.      23.      42.      30.093],24,5,235,5356,05356.csv,1.6277528915533617,,,1.6182108851048436,93.8924644211666,70
discharge,[2008    5    4    4   41   40],24,5,239,5360,05360.csv,1.622125485521159,,,1.6125550036463299,93.64517369027922,71
discharge,[2008.       5.       4.       9.      40.      11.906],24,5,243,5364,05364.csv,1.6113256603765849,,,1.6022733980654764,93.67185082552226,72
discharge,[2008.       5.       4.      14.      38.      13.359],24,5,247,5368,05368.csv,1.6065631397488385,,,1.597498344665174,94.04572296749886,73
discharge,[2008.      5.      4.     19.     37.      7.89],24,5,251,5372,05372.csv,1.6015142233917594,,,1.5924995498378243,93.69629025549266,74
discharge,[2008.       5.       5.       0.      35.      53.968],24,5,255,5376,05376.csv,1.590369231400328,,,1.5819167357095432,93.6384003782669,75
discharge,[2008.       5.       5.       5.      28.      13.937],24,5,259,5380,05380.csv,1.5857889968242211,,,1.5768121986361363,94.28738532464823,76
discharge,[2008.     5.     5.    11.    41.    31.5],24,5,263,5384,05384.csv,1.5849430707374117,,,1.576607891032366,95.26801673228623,77
discharge,[2008.       5.       5.      20.      40.       8.562],24,5,265,5386,05386.csv,1.5955263892495937,,,1.5866011758258256,94.31428238906986,78
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,5,269,5390,05390.csv,1.5747301747801037,,,1.5665990969271573,92.92606948213644,79
discharge,[2008.       5.       6.       6.      37.       6.296],24,5,273,5394,05394.csv,1.5649019950937946,,,1.5565290253151516,93.71347275780225,80
discharge,[2008.       5.       6.      11.      25.      21.031],24,5,277,5398,05398.csv,1.5597659473370362,,,1.5517419851161618,94.1852000508825,81
discharge,[2008.       5.       6.      16.      23.      36.296],24,5,281,5402,05402.csv,1.5594815668184234,,,1.5510381611676771,94.39379088167684,82
discharge,[2008.       5.       6.      21.      21.      49.265],24,5,285,5406,05406.csv,1.55468935359061,,,1.5466063753309693,94.04125920711992,83
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],24,5,289,5410,05410.csv,1.5488741079890418,,,1.5409341348995274,93.74330665813157,84
discharge,[2008.       5.       7.       7.       4.       2.109],24,5,293,5414,05414.csv,1.538236598942558,,,1.5306280952568805,93.29708139949861,85
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],24,5,297,5418,05418.csv,1.527914258251028,,,1.5203845369676212,94.18387792526191,86
discharge,[2008.       5.       7.      16.      59.      29.937],24,5,301,5422,05422.csv,1.5285252629756445,,,1.5208008758527611,94.40685905713637,87
discharge,[2008.       5.       7.      21.      56.       9.656],24,5,305,5426,05426.csv,1.522647325284378,,,1.5154654575429451,94.03946596747714,88
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,5,309,5430,05430.csv,1.5174859938489869,,,1.5103149570625642,99.82621568545714,89
discharge,[2008.       5.       9.      20.      28.       9.734],24,5,315,5436,05436.csv,1.5638491446744425,,,1.5552110482819994,95.74180071694425,90
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,5,319,5440,05440.csv,1.5480915247767786,,,1.5399271245521682,93.67076324799687,91
discharge,[2008    5   10    6   18   12],24,5,323,5444,05444.csv,1.5323755631868592,,,1.5248469194699286,93.73824240091038,92
discharge,[2008.       5.      10.      11.      16.       4.843],24,5,327,5448,05448.csv,1.5269528268489705,,,1.519559636897069,94.45625569131344,93
discharge,[2008.       5.      10.      16.      11.      56.109],24,5,331,5452,05452.csv,1.5169573017136326,,,1.5097635913661538,94.10043359725785,94
discharge,[2008.       5.      10.      21.       7.      54.625],24,5,335,5456,05456.csv,1.5118975960142693,,,1.5047479952493146,94.47049425635367,95
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,5,339,5460,05460.csv,1.5065638960681105,,,1.4994539087520578,94.4210795463168,96
discharge,[2008.       5.      11.       6.      55.      27.734],24,5,343,5464,05464.csv,1.5015453526671363,,,1.4945742783797735,94.42103462450245,97
discharge,[2008.       5.      11.      11.      52.      47.187],24,5,347,5468,05468.csv,1.4908444050400238,,,1.484174142857143,94.1774089671151,98
discharge,[2008.       5.      11.      16.      49.      58.921],24,5,351,5472,05472.csv,1.485868384561201,,,1.479327533773292,94.48421980030666,99
discharge,[2008.       5.      11.      21.      47.      12.843],24,5,355,5476,05476.csv,1.480413677976106,,,1.474048072015403,94.4888991444617,100
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,5,359,5480,05480.csv,1.4752095869031632,,,1.4687235999355903,94.38107093599275,101
discharge,[2008.       5.      12.      12.      56.      34.781],24,5,363,5484,05484.csv,1.4859035988304024,,,1.4791880913811009,95.54147296355411,102
discharge,[2008.       5.      12.      18.      59.      59.453],24,5,366,5487,05487.csv,1.4960918298136696,,,1.488967900001726,95.37957556243738,103
discharge,[2008.       5.      12.      23.      53.      17.609],24,5,370,5491,05491.csv,1.4808005946928984,,,1.4737406954895864,93.61736136452295,104
discharge,[2008.       5.      13.       4.      35.      25.359],24,5,374,5495,05495.csv,1.4697543268466824,,,1.4632728024554167,93.95871115388047,105
discharge,[2008.       5.      13.       9.      24.       4.718],24,5,378,5499,05499.csv,1.4539012274845928,,,1.4475969432468352,94.88991040599419,106
discharge,[2008.       5.      13.      14.      20.      24.937],24,5,382,5503,05503.csv,1.4541462067235693,,,1.4477087789788612,94.27298702335702,107
discharge,[2008.       5.      13.      19.       4.      20.531],24,5,386,5507,05507.csv,1.455023751906683,,,1.4483486122339646,94.79879928542896,108
discharge,[2008.       5.      13.      23.      59.      26.015],24,5,390,5511,05511.csv,1.449042163761236,,,1.4429693937828607,94.64082324826578,109
discharge,[2008.       5.      14.       4.      55.      57.453],24,5,394,5515,05515.csv,1.4386709371480566,,,1.4328280801687767,94.20908836285395,110
discharge,[2008.       5.      14.       9.      52.      22.062],24,5,398,5519,05519.csv,1.433445432156979,,,1.4274260634814817,94.59272170940774,111
discharge,[2008.       5.      14.      14.      35.      22.515],24,5,402,5523,05523.csv,1.4333958900838095,,,1.4274266420105823,94.79263632848458,112
discharge,[2008.      5.     14.     19.     31.     39.39],24,5,406,5527,05527.csv,1.42806487344776,,,1.422242457857143,94.63952227212175,113
discharge,[2008.       5.      15.       0.      27.      55.625],24,5,410,5531,05531.csv,1.4229203181741186,,,1.417140606267516,94.570917293232,114
discharge,[2008.      5.     15.      5.     24.      4.89],24,5,414,5535,05535.csv,1.417429032731308,,,1.4119526624238552,94.6423895635356,115
discharge,[2008.       5.      15.      10.      20.       3.875],24,5,418,5539,05539.csv,1.412409228794446,,,1.4070335670405987,94.6180809411198,116
discharge,[2008.       5.      15.      15.      10.      59.437],24,5,422,5543,05543.csv,1.412578792940193,,,1.406721153209758,94.87098777757049,117
discharge,[2008.      5.     15.     19.     56.     47.39],24,5,426,5547,05547.csv,1.4075983731469897,,,1.4019604843304845,94.50614724250592,118
discharge,[2008.       5.      16.      16.      54.      59.812],24,5,430,5551,05551.csv,1.4333920485221476,,,1.4269902810863409,96.47026732114435,119
discharge,[2008.       5.      16.      21.      37.      39.671],24,5,432,5553,05553.csv,1.4382550176792908,,,1.4321917025269844,94.81286238176597,120
discharge,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],24,5,436,5557,05557.csv,1.4173547174485526,,,1.4117926460552008,93.60508190027322,121
discharge,[2008.       5.      17.       7.      25.      19.906],24,5,440,5561,05561.csv,1.406981663677643,,,1.4017833995381057,94.24484904198587,122
discharge,[2008.      5.     17.     12.     21.     15.89],24,5,444,5565,05565.csv,1.4012037783587625,,,1.3959492644471243,94.5818767657743,123
discharge,[2008.       5.      17.      17.      15.      37.281],24,5,448,5569,05569.csv,1.3967008232726328,,,1.3914317665266167,94.67241002669483,124
discharge,[2008.       5.      17.      22.      10.      51.218],24,5,452,5573,05573.csv,1.391284788852726,,,1.3859271773412443,94.75490864787639,125
discharge,[2008.       5.      18.       3.       5.      19.265],24,5,456,5577,05577.csv,1.3862287677978349,,,1.3811520471278318,94.77158330609372,126
discharge,[2008.       5.      18.       8.       0.      50.421],24,5,460,5581,05581.csv,1.3804366761974138,,,1.3758454236495867,94.70685192318393,127
discharge,[2008.       5.      18.      12.      44.      48.437],24,5,464,5585,05585.csv,1.3752364150256224,,,1.3705784214502168,94.52824492112141,128
discharge,[2008.       5.      18.      17.      36.      29.734],24,5,468,5589,05589.csv,1.3705128024895008,,,1.3656768122341658,94.97196978599705,129
discharge,[2008.       5.      18.      22.      31.      45.515],24,5,472,5593,05593.csv,1.3705085566270399,,,1.365830179611835,94.8896650599924,130
discharge,[2008.       5.      19.       3.      27.       7.765],24,5,476,5597,05597.csv,1.3647355108681518,,,1.3604598196681144,94.77524725788624,131
discharge,[2008.       5.      19.      15.      34.      33.625],24,5,480,5601,05601.csv,1.375392016895762,,,1.370608954774892,95.82396045172037,132
discharge,[2008.       5.      19.      20.      59.      48.437],24,5,482,5603,05603.csv,1.3861115151535393,,,1.3810956726447323,95.55092327283948,133
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,5,484,5605,05605.csv,1.3698500035838939,,,1.3653902812981604,93.9472950281133,134
discharge,[2008.       5.      20.       6.      12.       6.265],24,5,488,5609,05609.csv,1.3647827949260758,,,1.3604825204705033,94.73309113521456,135
discharge,[2008.       5.      20.      11.       7.      23.453],24,5,492,5613,05613.csv,1.3543220466259964,,,1.350017916807553,94.39210167839865,136
discharge,[2008.       5.      20.      15.      57.      27.312],24,5,496,5617,05617.csv,1.3546417018378962,,,1.3503061725751637,95.0996039323383,137
discharge,[2008.       5.      20.      20.      50.      39.015],24,5,500,5621,05621.csv,1.3547039213192407,,,1.3503415377461871,95.0994040562062,138
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,5,504,5625,05625.csv,1.349314997503458,,,1.345178351006193,94.65773315824757,139
discharge,[2008.       5.      21.       6.      24.      27.281],24,5,508,5629,05629.csv,1.3441891937970554,,,1.339693430909905,94.64930644574977,140
discharge,[2008.       5.      21.      11.      18.       6.015],24,5,512,5633,05633.csv,1.3389913790695755,,,1.3347839401726975,94.79838433027733,141
discharge,[2008.       5.      21.      16.      10.      21.203],24,5,516,5637,05637.csv,1.3389145230206971,,,1.3348252886213454,95.15905343589333,142
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,5,520,5641,05641.csv,1.3340066759761655,,,1.3301341990971765,94.75601727619079,143
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,5,524,5645,05645.csv,1.3286444309174914,,,1.324844135357536,94.83707383877933,144
discharge,[2008.       5.      22.       6.      32.      40.921],24,5,528,5649,05649.csv,1.3231708992276219,,,1.3193110663222958,94.60257145580847,145
discharge,[2008.       5.      22.      11.      23.      22.187],24,5,532,5653,05653.csv,1.3181691588445197,,,1.3141345051094555,94.73412656375689,146
discharge,[2008.      5.     22.     16.     17.     58.89],24,5,536,5657,05657.csv,1.3184664436640334,,,1.314738427530353,95.21163221767567,147
discharge,[2008.       5.      22.      20.      59.      50.203],24,5,540,5661,05661.csv,1.318293040102702,,,1.3143404131650054,95.0308537488056,148
discharge,[2008.       5.      23.      12.      13.      16.359],24,5,544,5665,05665.csv,1.323872422244268,,,1.3198250745520603,95.57622783736612,149
discharge,[2008.       5.      23.      20.      14.      29.875],24,5,547,5668,05668.csv,1.3601216766554785,,,1.3554452015540988,97.57505452409345,150
discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,5,551,5672,05672.csv,1.3395306867947354,,,1.3348389627796111,93.3961834317959,151
discharge,[2008.       5.      24.       6.       0.      20.156],24,5,555,5676,05676.csv,1.3290286565120697,,,1.3248517412650846,94.30627131943972,152
discharge,[2008.       5.      24.      10.      42.      50.484],24,5,559,5680,05680.csv,1.3236741274998955,,,1.3197159127086096,94.59543785530919,153
discharge,[2008.       5.      24.      15.      31.      10.593],24,5,563,5684,05684.csv,1.318633896753293,,,1.3149979573903652,94.85990255148124,154
discharge,[2008.       5.      24.      20.      21.      13.437],24,5,567,5688,05688.csv,1.3134751321324272,,,1.3096860296696198,94.80007283461381,155
discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,5,571,5692,05692.csv,1.3132020634442203,,,1.3093261801994442,95.00282147494907,156
discharge,[2008.      5.     25.      5.     57.     17.89],24,5,575,5696,05696.csv,1.3077959946944353,,,1.3041811242664818,94.90386434761096,157
discharge,[2008.       5.      25.      10.      51.      37.015],24,5,579,5700,05700.csv,1.3030329186405918,,,1.2992213816989968,94.95051388031672,158
discharge,[2008.      5.     25.     15.     37.      8.89],24,5,583,5704,05704.csv,1.3033573559038205,,,1.299597187550167,95.21470233318773,159
discharge,[2008.       5.      25.      20.      23.       4.453],24,5,587,5708,05708.csv,1.3034100438655642,,,1.299725602707308,95.1411826596649,160
discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,5,591,5712,05712.csv,1.2978870806495706,,,1.2941131028383668,94.78308635645077,161
discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,5,595,5716,05716.csv,1.2980735056918902,,,1.294303774662379,95.1967331384767,162
discharge,[2008.       5.      26.      10.      44.      38.468],24,5,599,5720,05720.csv,1.293463613844243,,,1.289458816627385,94.99982125396818,163
discharge,[2008.       5.      26.      15.      30.      43.968],24,5,603,5724,05724.csv,1.288003392619118,,,1.2842503408473624,94.84019798098264,164
discharge,[2008.       5.      26.      20.      21.       4.921],24,5,607,5728,05728.csv,1.2874525221379407,,,1.2838473293265993,95.1851216458936,165
discharge,[2008.       5.      27.      15.      52.      41.359],24,5,611,5732,05732.csv,1.3090153642307354,,,1.3048284351379569,96.96158126383398,166
discharge,[2008.       5.      27.      20.      45.      42.125],24,5,613,5734,05734.csv,1.3250793286429356,,,1.3203060369333335,95.75535228045787,167
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,6,1,4506,04506.csv,2.035337591005598,,,2.028422557527919,70.45709805417843,1
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,6,3,4508,04508.csv,2.0251402460314116,,,2.018430807448979,69.46889535975733,2
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,6,5,4510,04510.csv,2.013326371345464,,,2.006914844407407,69.11712852870794,3
discharge,[2008.       4.       3.       4.      16.      37.375],24,6,7,4512,04512.csv,2.0132846655407413,,,1.9957560216649484,69.2594122476699,4
discharge,[2008.       4.       3.       8.      33.      25.703],24,6,9,4514,04514.csv,2.000528337624771,,,1.9944700880927833,69.10114819202016,5
discharge,[2008.       4.       3.      12.      55.      10.687],24,6,11,4516,04516.csv,2.0138990759931645,,,2.0073924885102565,68.66186347341676,6
discharge,[2008.       4.       3.      17.      17.      16.015],24,6,13,4518,04518.csv,2.013101105626967,,,2.0065470748968663,68.91862064594527,7
discharge,[2008.       4.       3.      21.      28.      14.718],24,6,15,4520,04520.csv,1.9687898262728398,,,1.9629901859461896,69.58483058040517,8
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,6,17,4522,04522.csv,1.9681661764334244,,,1.9508416895532164,69.276852150162,9
discharge,[2008.       4.       4.       5.      48.       8.609],24,6,19,4524,04524.csv,1.9572307917560536,,,1.951179278508772,69.45989969391134,10
discharge,[2008.       4.       4.       9.      57.      19.765],24,6,21,4526,04526.csv,1.9455991514129352,,,1.9396212519841272,69.22839073738737,11
discharge,[2008.       4.       4.      17.      56.      27.609],24,6,24,4529,04529.csv,1.9347505044841131,,,1.9177853873226383,75.94869295657647,12
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,6,26,4531,04531.csv,1.9232799539368028,,,1.906262253540024,69.28422452189164,13
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,6,28,4533,04533.csv,1.911889930948487,,,1.9061037514934291,66.53319460161148,14
